fileName,var,clause,type,BOBSS2,ansBB5,BOBSS3,BOBSS0,BOBSS1,BOBSS,BOBSS2_best,ansBB5_best,BOBSS3_best,BOBSS0_best,BOBSS1_best,BOBSS_best
6e3abcf2-76fb-45df-adbf-607ce5cee26f.cnf,29,21,bino,0.9480363698557706,0.949984006895728,0.9484908401179832,0.9486933509549358,0.9465495263656911,0.9844505407233493,0.9860225475692496,0.987450900372392,0.9869407743712697,0.9855124215681274,0.9859205223690252,0.988369127174412
6e3abcf2-76fb-45df-adbf-607ce5cee26f.cnf,29,21,normal,0.8344775903784346,0.8377829221864449,0.817839500583561,0.8231070531667374,0.8308351886858106,0.88294640794464,0.8823493191094762,0.8770930093739018,0.8657835988593875,0.8773141398712202,0.8778850606939512,0.8986621604912234
6e3abcf2-76fb-45df-adbf-607ce5cee26f.cnf,29,21,hign,0.8309523704450253,0.9185843136625474,0.8595544247802648,0.9185843136625474,0.9185843136625474,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18e97d87-324a-4045-93a7-d0ce46802e97.cnf,30,30,bino,0.6578020462990861,0.6594186072133922,0.6611773363897681,0.6587896397032591,0.6597407652504574,0.7455145449509001,0.7073743541568812,0.7091189693350333,0.708917667583708,0.7080453599946319,0.7064349459840301,0.9104528430371127
18e97d87-324a-4045-93a7-d0ce46802e97.cnf,30,30,normal,0.7635179034275894,0.8110460356244303,0.7641246046643216,0.7881030483521058,0.7724357192385926,0.8406261529633581,0.8396909779024226,0.8381312597825976,0.827993921661591,0.8382646333664011,0.8693022185537345,0.8629548097984225
18e97d87-324a-4045-93a7-d0ce46802e97.cnf,30,30,hign,0.771843950832943,0.771843950832943,0.771843950832943,0.771843950832943,0.771843950832943,0.8057085405012021,0.7996051840825508,0.7996051840825508,0.7996051840825508,0.7996051840825508,0.7996051840825508,0.8301219661758077
adffca1c-2c85-48b4-8371-4eaed95bfdfd.cnf,43,46,bino,0.8348590339981609,0.8421958265581834,0.8324154492974495,0.8337597222643374,0.8334847150809939,0.9190844296086903,0.9783448848573892,0.9765807962529274,0.9701031441526733,0.977577358114505,0.974288703971299,0.9799691065822911
adffca1c-2c85-48b4-8371-4eaed95bfdfd.cnf,43,46,normal,0.7369510197206237,0.7724676335926767,0.7553931209508047,0.7503413283945589,0.7373379301847574,0.7986586121616496,0.789435201911286,0.8284729915380085,0.8260887925638116,0.7966693543402108,0.7912240059871172,0.8281507937219745
adffca1c-2c85-48b4-8371-4eaed95bfdfd.cnf,43,46,hign,0.9512815520513273,0.9512815520513273,0.9512815520513273,0.9512815520513273,0.9512815520513273,1.0,1.0,1.0,1.0,1.0,1.0,1.0
cce51ada-a36a-4605-b161-b580224ec367.cnf,50,28,bino,0.7548750659152664,0.7392725896772226,0.7706986793996572,0.7541436288846931,0.7527227656017651,0.8775787312290797,0.7849542561654733,0.7731037843105408,0.8656026252983293,0.8084725536992841,0.8544152744630071,0.9656125799205115
