fileName,var,clause,type,BOBSS2,ansBB5,BOBSS3,BOBSS0,BOBSS1,BOBSS,BOBSS2_best,ansBB5_best,BOBSS3_best,BOBSS0_best,BOBSS1_best,BOBSS_best
74f90fdd-08fa-458e-8f55-9c0a2f27cf85.cnf,103,76,bino,0.8063453185341057,0.8111507787824427,0.7988665816254592,0.7689113719989535,0.8076849709050157,0.8536400815287545,0.8477707660531091,0.8531360036695762,0.8434649411348841,0.8002239520796514,0.8385116630465578,0.9045197018940919
74f90fdd-08fa-458e-8f55-9c0a2f27cf85.cnf,103,76,normal,0.6945687120688762,0.7035167962150837,0.7000430632262195,0.6808063061410912,0.6819934410520058,0.7351227698272511,0.7426259964562272,0.7488844520567928,0.725376540830689,0.7193978231847198,0.7256624018172012,0.770925223158665
74f90fdd-08fa-458e-8f55-9c0a2f27cf85.cnf,103,76,hign,0.9523524391760182,0.9523524391760182,0.9139525336579483,0.9523524391760182,0.9523524391760182,1.0,1.0,1.0,1.0,1.0,1.0,1.0
41d735d8-4f47-4717-ab18-8bb26ebe82c2.cnf,67,304,bino,0.8807599809513142,0.8902151619689912,0.8967697537162681,0.8949168910600628,0.9028105621722015,0.945990530988223,0.9084320660911722,0.964926166860422,0.9559721981745777,0.9331548579125027,0.9559227287343244,0.9599297533948403
41d735d8-4f47-4717-ab18-8bb26ebe82c2.cnf,67,304,normal,0.760102185584589,0.8029574110480402,0.7740047234372227,0.7799916336681245,0.7761696700980064,0.8327890368592488,0.7983998111708238,0.8431902024466256,0.8259506530390254,0.8019156599424137,0.8224118527709094,0.8493910314808907
41d735d8-4f47-4717-ab18-8bb26ebe82c2.cnf,67,304,hign,0.9420902523895157,0.9420902523895157,0.9420902523895157,0.9420902523895157,0.890853802337531,1.0,1.0,1.0,1.0,1.0,1.0,1.0
176881f4-d14f-49b1-8ba3-b6c74e826cb2.cnf,60,73,bino,0.8922268204077458,0.890601212405663,0.8620504795799078,0.8466214565971494,0.8466182437467834,0.9567709981011945,0.9493497604380561,0.9741102323282254,0.9130622837370242,0.9033613445378151,0.9096638655462185,0.9823995306541508
176881f4-d14f-49b1-8ba3-b6c74e826cb2.cnf,60,73,normal,0.7877338640480039,0.8029573299052738,0.7921858448981297,0.79973004488625,0.8001492253868422,0.8315692933545831,0.8218834062686973,0.8199295121250699,0.8098640556512396,0.8272765817308676,0.8240640422048945,0.8494677896367246
176881f4-d14f-49b1-8ba3-b6c74e826cb2.cnf,60,73,hign,0.7483869990489554,0.7986062784833363,0.7986062784833363,0.7986062784833363,0.7986062784833363,0.9032978442771062,0.8493421616968572,1.0,1.0,1.0,1.0,1.0
8545e4cc-7b9e-44a1-b803-fcdae544c71f.cnf,58,50,bino,0.8788805512753437,0.8321311728094362,0.8949080729377896,0.8734308729089603,0.8333044132964251,0.9529534639371388,0.932472391527367,0.9745941705388933,0.9665077545108925,0.9700681914187436,0.9621024681672802,0.9710155670867309
8545e4cc-7b9e-44a1-b803-fcdae544c71f.cnf,58,50,normal,0.7606920711615274,0.7824824995398827,0.7547207701473285,0.7739855471000693,0.769823945258621,0.8055427604258941,0.8031308889715711,0.7929428457642403,0.7981093574816119,0.7867730772989531,0.7882616305295607,0.832339835723713
8545e4cc-7b9e-44a1-b803-fcdae544c71f.cnf,58,50,hign,0.9215027585673573,0.8645973562635284,0.9215027585673573,0.9215027585673573,0.9215027585673573,1.0,1.0,1.0,1.0,1.0,1.0,1.0
07a22bc4-277c-4000-ad51-fd97537b64d3.cnf,55,67,bino,0.8625825515157065,0.8404809828142814,0.8478652960736373,0.8721183691923637,0.8497871077125487,0.9446494937653329,0.9466876557785648,0.9627967991604355,0.9729240456513184,0.9670470943198216,0.9707726616817526,0.9824646361666879
07a22bc4-277c-4000-ad51-fd97537b64d3.cnf,55,67,normal,0.7587015753818372,0.7877044436532096,0.7652753814526839,0.7468991121109005,0.7756611135199428,0.8104846993743051,0.7733922082989668,0.8104426422624496,0.7669541724112964,0.7788570283804541,0.8118027732532401,0.8943145184878253
07a22bc4-277c-4000-ad51-fd97537b64d3.cnf,55,67,hign,0.836649211632948,0.7782359154124495,0.7782359154124495,0.7782359154124495,0.836649211632948,0.9573297752474648,1.0,0.8247601113385045,0.8247601113385045,0.8247601113385045,1.0,1.0
1f88a629-613d-445c-bada-c769e6639bd2.cnf,114,152,bino,0.8421941377498547,0.8132216451519811,0.8415107862165984,0.8226053553362406,0.8019885514783951,0.9034531075859785,0.8752401147561432,0.8707247099912686,0.8724959461145066,0.9075714107521516,0.8179228460835907,0.9388548057259714
1f88a629-613d-445c-bada-c769e6639bd2.cnf,114,152,normal,0.746228642428192,0.7398474577980441,0.7344145623040315,0.7311616421989161,0.7205045407454969,0.7625303243810656,0.7520276257785093,0.7425621788607635,0.7481822325057125,0.7411355120525589,0.7357743739285559,0.7712153562062107
1f88a629-613d-445c-bada-c769e6639bd2.cnf,114,152,hign,0.6812289069436709,0.7272847059180693,0.7379728180770945,0.8514763834341116,0.6687148133242008,0.9003615564098819,0.8276387863100829,0.7976047258119094,0.7852962004827078,1.0,0.8955889596711321,0.9075204515180065
f58ba345-1d9f-4cea-a78c-e0f81cd50c44.cnf,280,375,bino,0.7134227879516771,0.7283494386112198,0.7046746597842944,0.6831779325349782,0.7103833923200065,0.7782367012206216,0.7372204895067929,0.746037349525188,0.7103887007167599,0.7220437509560961,0.750863446013038,0.8032638259292838
f58ba345-1d9f-4cea-a78c-e0f81cd50c44.cnf,280,375,normal,0.6799002813099243,0.682304671250697,0.684853416184,0.6718097564129533,0.690161906146292,0.7064196355462791,0.6839707622192612,0.6860762539785075,0.6910144800479313,0.6752053847448645,0.696596162038581,0.7135214284819511
f58ba345-1d9f-4cea-a78c-e0f81cd50c44.cnf,280,375,hign,0.8017618169900872,0.8017618169900872,0.8017618169900872,0.8017618169900872,0.8017618169900872,0.8862923745159481,0.8915186636966972,0.8915186636966972,0.8915186636966972,0.8915186636966972,0.8915186636966972,1.0
95770336-7211-47ad-ae85-ce75cd5707eb.cnf,65,128,bino,0.7932128914898758,0.7683445195125475,0.8200378910768658,0.7852572269818828,0.8169090927175803,0.8424308819219284,0.8479949352233598,0.8505918808658627,0.8886366794830222,0.9074391956662282,0.821387966203714,0.8498479022868702
95770336-7211-47ad-ae85-ce75cd5707eb.cnf,65,128,normal,0.7661096976583451,0.7865882271695802,0.7969067130436523,0.8014118410107746,0.7949913573428962,0.8171620942285337,0.7813626119758447,0.8189144553564155,0.8293359552259488,0.8393278561571723,0.8337936629273666,0.8474062505263729
95770336-7211-47ad-ae85-ce75cd5707eb.cnf,65,128,hign,0.9678035522300251,0.8761836994983825,0.9226363636646256,0.9678035522300251,0.9678035522300251,1.0,1.0,1.0,1.0,1.0,1.0,1.0
b5d97556-3697-47a3-875e-18c233efca1d.cnf,100,158,bino,0.7395018519856981,0.7273424092652725,0.7591973662631402,0.7322363719315881,0.7553924776222282,0.7818682627965245,0.8062077316086353,0.8191724993355187,0.8187885768288001,0.7625936240975584,0.8141848957629181,0.8124686217182009
