filename,\AlgNameAbb{0},\AlgNameAbb{1},\AlgNameAbb{2},\AlgNameAbb{3},\AlgNameAbb{4},\AlgNameAbb{}
v5_c4_1,3.75,13.86,1.4300000000000068,13.86,27.570000000000007,0.0
v5_c4_2,4.219999999999999,4.219999999999999,4.219999999999999,0.46999999999999886,4.219999999999999,0.0
v6_c4,0.020000000000010232,0.020000000000010232,0.0,0.37000000000000455,0.0,0.0
v12_c10,0.0,0.4199999999999875,0.5499999999999972,0.769999999999996,1.2999999999999972,0.0
v13_c17,11.599999999999994,1.8400000000000034,14.179999999999993,0.0,14.179999999999993,3.5600000000000023
v15_c20,3.1299999999999955,0.0,11.679999999999993,9.719999999999999,17.549999999999997,10.319999999999993
v16_c16,0.6400000000000006,2.740000000000009,0.8500000000000085,0.6700000000000017,6.310000000000002,0.0
v16_c14,0.6799999999999926,7.489999999999995,0.7600000000000051,0.7600000000000051,7.489999999999995,0.0
v17_c22,0.39000000000000057,0.009999999999990905,0.23999999999999488,0.01999999999999602,0.4299999999999926,0.0
v18_c17,0.0,0.09999999999999432,0.01999999999999602,4.200000000000003,4.069999999999993,0.1700000000000017
v26_c27,0.6400000000000006,0.269999999999996,0.6700000000000017,0.35999999999999943,0.0,0.04999999999999716
v28_c35,3.5,0.7800000000000011,3.759999999999991,1.2999999999999972,0.0,0.37999999999999545
v29_c21,0.29000000000000625,0.25,0.2400000000000091,0.15000000000000568,0.09000000000000341,0.0
v30_c30,20.25,20.409999999999997,20.310000000000002,20.159999999999997,20.14,0.0
v32_c33,0.0799999999999983,0.0,6.030000000000001,0.4299999999999926,0.37000000000000455,0.35999999999999943
v35_c57,6.36999999999999,6.11999999999999,6.989999999999995,6.489999999999995,5.090000000000003,0.0
v41_c18,0.9399999999999977,0.6199999999999903,0.0,0.5,0.6799999999999926,0.09999999999999432
v43_c46,0.23999999999999488,0.5699999999999932,0.1700000000000017,0.9899999999999949,0.3400000000000034,0.0
v48_c60,9.320000000000007,4.530000000000001,9.52000000000001,1.730000000000004,6.590000000000003,0.0
v50_c28,15.710000000000008,11.120000000000005,18.060000000000002,10.0,19.25,0.0
v55_c67,1.5499999999999972,1.1700000000000017,3.5799999999999983,0.9599999999999937,1.9699999999999989,0.0
v57_c90,0.9899999999999949,4.0,3.0999999999999943,4.219999999999999,4.420000000000002,0.0
v58_c50,0.44999999999998863,1.25,4.209999999999994,0.8099999999999881,0.0,0.35999999999999943
v60_c73,7.8999999999999915,7.269999999999996,3.309999999999988,6.929999999999993,0.8299999999999983,0.0
v65_c128,0.0,8.599999999999994,5.939999999999998,1.8799999999999955,5.679999999999993,5.759999999999991
v67_c304,3.1700000000000017,0.8999999999999915,5.6499999999999915,0.8900000000000006,0.0,0.5
v100_c158,5.659999999999997,0.5,1.2999999999999972,0.04000000000000625,0.0,0.6700000000000017
v103_c76,10.430000000000007,6.6000000000000085,5.670000000000002,6.1000000000000085,5.140000000000001,0.0
v114_c152,3.1299999999999955,12.099999999999994,6.3700000000000045,6.640000000000001,6.820000000000007,0.0
v280_c375,8.129999999999995,5.239999999999995,6.609999999999999,9.289999999999992,5.730000000000004,0.0
