filename,\AlgNameAbb{0},\AlgNameAbb{1},\AlgNameAbb{2},\AlgNameAbb{3},\AlgNameAbb{4},\AlgNameAbb{}
v5_c4_1,22.349999999999994,7.069999999999993,7.069999999999993,24.629999999999995,24.629999999999995,0.0
v5_c4_2,1.6299999999999955,16.64,6.799999999999997,1.6299999999999955,8.700000000000003,0.0
v6_c4,9.650000000000006,20.39,20.39,9.650000000000006,20.39,0.0
v12_c10,15.930000000000007,14.989999999999995,18.129999999999995,20.75,11.120000000000005,0.0
v13_c17,23.319999999999993,9.950000000000003,6.519999999999996,3.430000000000007,23.319999999999993,0.0
v15_c20,28.790000000000006,6.430000000000007,24.239999999999995,19.17,7.650000000000006,0.0
v16_c16,7.769999999999996,14.010000000000005,7.769999999999996,11.36,14.86,0.0
v16_c14,21.400000000000006,11.829999999999998,14.069999999999993,13.159999999999997,8.239999999999995,0.0
v17_c22,5.909999999999997,12.299999999999997,5.909999999999997,11.310000000000002,5.909999999999997,0.0
v18_c17,9.700000000000003,15.560000000000002,26.83,23.120000000000005,18.560000000000002,0.0
v26_c27,27.08999999999999,12.599999999999994,20.629999999999995,23.319999999999993,36.809999999999995,0.0
v28_c35,10.909999999999997,8.769999999999996,13.209999999999994,8.769999999999996,9.459999999999994,0.0
v29_c21,8.14,8.14,16.900000000000006,14.040000000000006,8.14,0.0
v30_c30,3.3899999999999864,3.3899999999999864,3.3899999999999864,3.3899999999999864,3.3899999999999864,0.0
v32_c33,6.5,6.5,6.5,6.5,6.5,0.0
v35_c57,11.569999999999993,11.569999999999993,11.569999999999993,11.569999999999993,6.75,0.0
v41_c18,10.72999999999999,10.72999999999999,10.72999999999999,10.72999999999999,10.72999999999999,0.0
v43_c46,4.8700000000000045,4.8700000000000045,4.8700000000000045,4.8700000000000045,4.8700000000000045,0.0
v48_c60,11.989999999999995,15.700000000000003,17.950000000000003,15.579999999999998,22.319999999999993,0.0
v50_c28,13.52000000000001,6.02000000000001,6.02000000000001,17.16000000000001,6.02000000000001,0.0
v55_c67,17.91000000000001,12.070000000000007,12.070000000000007,17.91000000000001,17.91000000000001,0.0
v57_c90,13.209999999999994,12.469999999999999,13.920000000000002,6.430000000000007,13.340000000000003,0.0
v58_c50,7.849999999999994,7.849999999999994,7.849999999999994,7.849999999999994,13.540000000000006,0.0
v60_c73,10.469999999999999,10.469999999999999,15.489999999999995,10.469999999999999,10.469999999999999,0.0
v65_c128,3.219999999999999,3.219999999999999,3.219999999999999,7.739999999999995,12.379999999999995,0.0
v67_c304,5.790000000000006,10.909999999999997,5.790000000000006,5.790000000000006,5.790000000000006,0.0
v100_c158,12.060000000000002,12.060000000000002,14.210000000000008,12.060000000000002,20.260000000000005,0.0
v103_c76,4.760000000000005,4.760000000000005,4.760000000000005,8.599999999999994,4.760000000000005,0.0
v114_c152,4.890000000000001,23.17,21.92,16.24000000000001,17.310000000000002,0.0
v280_c375,8.449999999999989,8.449999999999989,8.449999999999989,8.449999999999989,8.449999999999989,0.0
