filename,\AlgNameAbb{0},\AlgNameAbb{1},\AlgNameAbb{2},\AlgNameAbb{3},\AlgNameAbb{4},\AlgNameAbb{}
v5_c4_1,15.949999999999989,16.39,15.949999999999989,4.909999999999997,4.089999999999989,0.0
v5_c4_2,0.5799999999999983,15.25,11.599999999999994,17.659999999999997,10.709999999999994,0.0
v6_c4,10.840000000000003,1.3400000000000034,6.790000000000006,8.280000000000001,6.790000000000006,0.0
v12_c10,0.539999999999992,2.799999999999997,0.0,2.1400000000000006,0.3299999999999983,0.0
v13_c17,3.9599999999999937,10.349999999999994,7.839999999999989,3.289999999999992,15.459999999999994,0.0
v15_c20,3.700000000000003,5.659999999999997,1.0,2.6400000000000006,10.86,0.0
v16_c16,12.829999999999998,12.450000000000003,15.730000000000004,15.159999999999997,10.490000000000009,0.0
v16_c14,6.530000000000001,16.5,4.780000000000001,7.409999999999997,11.0,0.0
v17_c22,4.540000000000006,0.0,0.8100000000000023,1.5700000000000074,4.760000000000005,0.5500000000000114
v18_c17,10.039999999999992,11.86,7.909999999999997,9.989999999999995,17.269999999999996,0.0
v26_c27,0.0,0.8100000000000023,0.0,0.75,2.710000000000008,0.1700000000000017
v28_c35,1.6800000000000068,4.510000000000005,4.400000000000006,1.8900000000000006,4.290000000000006,0.0
v29_c21,2.1400000000000006,2.0799999999999983,1.6400000000000006,3.2900000000000063,2.160000000000011,0.0
v30_c30,3.1000000000000085,0.0,2.960000000000008,4.13000000000001,3.1200000000000045,0.6300000000000097
v32_c33,6.8700000000000045,6.8799999999999955,4.680000000000007,5.439999999999998,1.2199999999999989,0.0
v35_c57,0.18000000000000682,2.440000000000012,0.0,3.940000000000012,1.5100000000000051,0.6700000000000017
v41_c18,0.0,1.6500000000000057,1.6500000000000057,1.8599999999999994,0.7099999999999937,0.12000000000000455
v43_c46,3.1799999999999926,3.7299999999999898,3.9099999999999966,0.23999999999999488,0.0,0.030000000000001137
v48_c60,2.030000000000001,0.4000000000000057,7.180000000000007,4.219999999999999,0.0,0.010000000000005116
v50_c28,10.489999999999995,4.060000000000002,2.3400000000000034,4.840000000000003,7.039999999999992,0.0
v55_c67,11.540000000000006,8.25,12.090000000000003,12.730000000000004,8.39,0.0
v57_c90,2.180000000000007,4.670000000000002,6.260000000000005,3.6300000000000097,3.0900000000000034,0.0
v58_c50,4.549999999999997,4.400000000000006,2.9200000000000017,3.4200000000000017,3.9399999999999977,0.0
v60_c73,2.219999999999999,2.5400000000000063,2.760000000000005,3.960000000000008,2.960000000000008,0.0
v65_c128,0.8099999999999881,1.3599999999999994,6.599999999999994,1.809999999999988,2.8499999999999943,0.0
v67_c304,4.75,2.700000000000003,5.099999999999994,2.3400000000000034,0.6200000000000045,0.0
v100_c158,2.8400000000000034,0.0,4.75,4.5,1.1400000000000006,0.13000000000000966
v103_c76,5.150000000000006,4.52000000000001,2.8299999999999983,4.549999999999997,2.200000000000003,0.0
v114_c152,3.010000000000005,3.5400000000000063,1.9200000000000017,2.3000000000000114,2.8599999999999994,0.0
v280_c375,3.8299999999999983,1.6899999999999977,2.9499999999999886,2.25,2.739999999999995,0.0
