filename,\AlgNameAbb{0},\AlgNameAbb{1},\AlgNameAbb{2},\AlgNameAbb{3},\AlgNameAbb{4},\AlgNameAbb{}
v5_c4_1,19.980000000000004,19.91000000000001,23.0,12.920000000000002,9.950000000000003,0.0
v5_c4_2,11.939999999999998,12.539999999999992,7.780000000000001,15.289999999999992,11.519999999999996,0.0
v6_c4,9.519999999999996,6.3500000000000085,11.659999999999997,13.070000000000007,7.25,0.0
v12_c10,1.3000000000000114,3.9200000000000017,2.010000000000005,2.930000000000007,3.990000000000009,0.0
v13_c17,7.969999999999999,10.569999999999993,7.799999999999997,12.899999999999991,12.849999999999994,0.0
v15_c20,10.189999999999998,5.390000000000001,2.3599999999999994,1.1700000000000017,11.790000000000006,0.0
v16_c16,13.58999999999999,18.25,15.129999999999995,22.11,14.669999999999987,0.0
v16_c14,7.300000000000011,17.650000000000006,7.0,10.27000000000001,11.41000000000001,0.0
v17_c22,2.6599999999999966,6.060000000000002,3.0999999999999943,3.030000000000001,7.450000000000003,0.0
v18_c17,10.310000000000002,15.900000000000006,5.490000000000009,7.840000000000003,15.600000000000001,0.0
v26_c27,1.3599999999999994,3.049999999999997,1.6599999999999966,1.75,3.9399999999999977,0.0
v28_c35,3.8299999999999983,2.469999999999999,4.459999999999994,3.5,5.22999999999999,0.0
v29_c21,5.980000000000004,5.210000000000008,4.840000000000003,6.510000000000005,4.510000000000005,0.0
v30_c30,5.25,6.820000000000007,7.710000000000008,7.650000000000006,2.960000000000008,0.0
v32_c33,6.829999999999998,6.22999999999999,7.590000000000003,6.539999999999992,2.030000000000001,0.0
v35_c57,3.5600000000000023,7.069999999999993,5.1200000000000045,5.489999999999995,2.760000000000005,0.0
v41_c18,2.8400000000000034,2.0,4.890000000000001,3.5900000000000034,3.5799999999999983,0.0
v43_c46,4.840000000000003,6.140000000000001,6.170000000000002,4.329999999999998,2.6200000000000045,0.0
v48_c60,2.9099999999999966,5.409999999999997,7.8700000000000045,4.140000000000001,1.1500000000000057,0.0
v50_c28,6.640000000000001,2.490000000000009,3.0600000000000023,2.9399999999999977,3.269999999999996,0.0
v55_c67,6.359999999999999,3.480000000000004,5.179999999999993,4.519999999999996,2.280000000000001,0.0
v57_c90,2.739999999999995,4.459999999999994,4.810000000000002,1.9599999999999937,1.4300000000000068,0.0
v58_c50,3.1499999999999915,3.569999999999993,4.480000000000004,5.079999999999998,2.299999999999997,0.0
v60_c73,3.1899999999999977,3.1499999999999915,4.390000000000001,3.9399999999999977,2.8599999999999994,0.0
v65_c128,1.5799999999999983,2.219999999999999,5.109999999999999,2.030000000000001,3.0600000000000023,0.0
v67_c304,5.280000000000001,5.659999999999997,7.269999999999996,5.8799999999999955,2.980000000000004,0.0
v100_c158,3.730000000000004,1.6500000000000057,4.0,4.810000000000002,1.5600000000000023,0.0
v103_c76,5.430000000000007,5.310000000000002,4.050000000000011,3.510000000000005,3.160000000000011,0.0
v114_c152,3.1299999999999955,4.200000000000003,1.6299999999999955,2.8100000000000023,2.269999999999996,0.0
v280_c375,3.4599999999999937,1.6200000000000045,2.6500000000000057,2.1500000000000057,2.4099999999999966,0.0
