filename,\AlgNameAbb{0},\AlgNameAbb{1},\AlgNameAbb{2},\AlgNameAbb{3},\AlgNameAbb{4},\AlgNameAbb{}
v5_c4_1,6.539999999999992,15.829999999999998,9.61999999999999,15.829999999999998,22.569999999999993,0.0
v5_c4_2,8.519999999999996,10.189999999999998,13.569999999999993,6.339999999999989,18.39999999999999,0.0
v6_c4,4.010000000000005,2.230000000000004,1.6700000000000017,2.3499999999999943,3.3599999999999994,0.0
v12_c10,12.36,5.590000000000003,2.3100000000000023,4.320000000000007,6.140000000000001,0.0
v13_c17,5.949999999999989,1.1299999999999955,10.36,2.769999999999996,10.36,0.0
v15_c20,3.5,4.549999999999997,12.89,9.540000000000006,10.460000000000008,0.0
v16_c16,8.960000000000008,6.170000000000002,11.170000000000002,1.3299999999999983,18.430000000000007,0.0
v16_c14,12.290000000000006,24.189999999999998,12.900000000000006,1.0600000000000023,21.200000000000003,0.0
v17_c22,1.0,2.6200000000000045,1.230000000000004,4.709999999999994,6.590000000000003,0.0
v18_c17,5.6499999999999915,3.089999999999989,3.0999999999999943,4.359999999999999,6.539999999999992,0.0
v26_c27,10.579999999999998,10.409999999999997,8.289999999999992,10.629999999999995,10.409999999999997,0.0
v28_c35,7.300000000000011,1.1200000000000045,7.210000000000008,3.8000000000000114,0.75,0.0
v29_c21,3.5799999999999983,3.799999999999997,3.6500000000000057,3.6000000000000085,3.450000000000003,0.0
v30_c30,8.670000000000002,8.579999999999998,8.769999999999996,8.429999999999993,8.61,0.0
v32_c33,3.5200000000000102,3.469999999999999,5.579999999999998,3.680000000000007,3.3900000000000006,0.0
v35_c57,4.030000000000001,3.9200000000000017,4.310000000000002,4.039999999999992,1.980000000000004,0.0
v41_c18,8.719999999999999,7.549999999999997,5.939999999999998,5.599999999999994,4.980000000000004,0.0
v43_c46,8.530000000000001,8.560000000000002,8.420000000000002,8.670000000000002,7.689999999999998,0.0
v48_c60,7.549999999999997,4.510000000000005,8.829999999999998,2.950000000000003,16.96,0.0
v50_c28,12.350000000000009,12.490000000000009,12.27000000000001,10.690000000000012,13.829999999999998,0.0
v55_c67,7.25,9.47999999999999,8.199999999999989,9.669999999999987,10.409999999999997,0.0
v57_c90,6.519999999999996,9.590000000000003,10.709999999999994,4.590000000000003,8.900000000000006,0.0
v58_c50,7.959999999999994,11.969999999999999,7.409999999999997,5.810000000000002,12.090000000000003,0.0
v60_c73,11.02000000000001,11.02000000000001,6.460000000000008,9.470000000000013,6.6200000000000045,0.0
v65_c128,5.709999999999994,2.549999999999997,4.920000000000002,2.239999999999995,7.409999999999997,0.0
v67_c304,5.109999999999999,4.319999999999993,6.519999999999996,4.9199999999999875,5.579999999999998,0.0
v100_c158,4.969999999999999,2.6499999999999915,4.239999999999995,2.269999999999996,5.459999999999994,0.0
v103_c76,8.469999999999999,4.590000000000003,4.730000000000004,5.469999999999999,4.239999999999995,0.0
v114_c152,8.08999999999999,10.149999999999991,6.1299999999999955,6.199999999999989,9.030000000000001,0.0
v280_c375,9.5,6.779999999999987,6.47999999999999,7.349999999999994,4.989999999999995,0.0
